,name,prepayment_amount,body,issue_year,color,drive_unit,eng_capacity,mileage,condition,fuel_type,cleared,transmission,published_time,city,price,views,link,description,year,car_name,model
75,"Hyundai Grandeur, 2015",50999,Седан,2015,Белый,Передний,2.4,123,С пробегом,Бензин,Да,Автомат,2023-03-07 22:04:00,Душанбе,169999,106,https://somon.tj/adv/9431852_hyundai-grandeur-2015/,"Як сола хучат тонировка 
Мошин бенихоят тоза 2015 Обогрев хамаи сиделнихо обогрев руль 
Панорама
Мошин идеал бо савдо меша срочный
Алиш ба Лексус 350 2010 боло 
Алиш ба Кемри 2016 боло
Алиш ба хона дар ш.Душанбе 
савдо дора бисёр гам натен бекорхучахо",2015,Hyundai,Grandeur
76,"Hyundai i30, 2009",23400,Универсал,2009,Чёрный,Передний,1.6,212343,С пробегом,Бензин,Да,Механика,2023-03-07 10:32:00,Душанбе,78000,884,https://somon.tj/adv/9491239_hyundai-i30-2009/,Вагон нав омад мошин дар холати бехтарин савдо назди мошин,2009,Hyundai,i30
77,"Hyundai Sonata, 2006",14400,Седан,2006,Серебристый,Передний,2.0,0,С пробегом,Газ,Да,Автомат,2023-03-08 18:06:00,Душанбе,48000,25,https://somon.tj/adv/9481156_hyundai-sonata-2006/,Мошини хуб. Кондиционер кор мекунад.,2006,Hyundai,Sonata
78,"Hyundai Sonata, 2008",16500,Седан,2008,Белый,Передний,2.0,0,С пробегом,Газ,Да,Автомат,2023-03-08 18:28:00,Душанбе,55000,77,https://somon.tj/adv/9579340_hyundai-sonata-2008/,Мошин дар краска додагиюм харидори аник боша бо маслихат мекнем,2008,Hyundai,Sonata
79,"Hyundai Sonata, 2009",19500,Седан,2009,Белый,Передний,2.4,1999,С пробегом,Бензин + газ,Да,Автомат,2023-03-08 18:04:00,Бохтар (Курган-Тюбе),65000,30,https://somon.tj/adv/9295614_shatlanskaia/,Мошин дар холати хуби техники карор дорад ягон камбуди надорад  докмент то 7 мох июл,2009,Hyundai,Sonata
80,"Hyundai Tucson, 2006",20100,Кроссовер,2006,Другой цвет,Передний,2.0,142,С пробегом,Дизель,Да,Автомат,2023-03-08 18:04:00,Душанбе,67000,57,https://somon.tj/adv/9579214_hyundai-tucson-2006/,"мошин задаги надора болонош созай 
матори нави вагони мондагай
краскаш навай 
хадавой нав кадагиай
хучатош тамом мешава?",2006,Hyundai,Tucson
81,"Hyundai Tucson, 2020",73500,Кроссовер,2020,Белый,Полный,2.0,57900,С пробегом,Бензин,Да,Автомат,2023-03-08 18:16:00,Душанбе,245000,51,https://somon.tj/adv/9579272_hyundai-tucson-2020/,Продаю срочно,2020,Hyundai,Tucson
82,"Land Rover Range Rover Sport, 2018",0,Внедорожник,2018,Другой цвет,Полный,3.0,0,С пробегом,Бензин,Да,Автомат,2023-03-08 18:04:00,Душанбе,965000,29,https://somon.tj/adv/9509578_land-rover-range-rover-sport-2018/,"Европа
Вагон 
Мошин напа нав",2018,Land,Rover Range Rover Sport
83,"Lexus RX series, 2008",37500,Кроссовер,2008,Чёрный,Передний,3.7,188000,С пробегом,Бензин,Да,Автомат,2023-03-08 18:07:00,Душанбе,125000,68,https://somon.tj/adv/9579185_lexus-rx-series-2008/,Harrier японка вагон мошин тоза матор каробка 100% (алиш намешава ),2008,Lexus,RX series
84,"Lexus RX series, 2015",0,Кроссовер,2015,Белый,Передний,3.5,72000,С пробегом,Бензин,Да,Автомат,2023-03-08 18:08:00,Душанбе,325000,26,https://somon.tj/adv/9579037_lexus-rx-series-2015/,"Мошин вагон дар холати хуби техники карор дорад.
Дар холати хуби техники карор дорад",2015,Lexus,RX series
85,"Mazda CX-7, 2008",25500,Кроссовер,2008,Другой цвет,Передний,2.3,160000,С пробегом,Бензин + газ,Да,Автомат,2023-03-08 18:04:00,Худжанд,85000,282,https://somon.tj/adv/9309730_mazda-cx-7-2008/,"Срочно! Не битая, мотор каробка 100% документ 1сол танировка 1сол",2008,Mazda,CX-7
86,"Mercedes-Benz C class, 1995",13800,Седан,1995,Серебристый,Задний,2.0,0,С пробегом,Бензин + газ,Да,Механика,2023-03-08 18:03:00,Бохтар (Курган-Тюбе),46000,82,https://somon.tj/adv/9288829_mercedes-benz-c-class-1995/,дар холати хуб карор дорад савдо мешава срочно срочно алиш факат ба бмв 3 тройка автомат,1995,Mercedes-Benz,C class
87,"Mercedes-Benz C class, 1996",9900,Седан,1996,Синий,Задний,1.8,11111,С пробегом,Бензин + газ,Да,Механика,2023-03-08 18:21:00,Душанбе,33000,128,https://somon.tj/adv/9286113_mercedes-benz-c-class-1996/,"мошин дар холати хуби техники карор дорад кузов 100фоиз краска 100фоиз ходавой 100фоиз мошин  пачти абёмни кадаги матор 100% каробка овоз дорад бади зер кадани муфт овоз гум мешавад срочно срочно фурухта мешавад банк дорм харидори аник занг занен
8 мох хучат дорад",1996,Mercedes-Benz,C class
88,"Mercedes-Benz C class, 1997",21300,Седан,1997,Серебристый,Передний,2.0,0,С пробегом,Бензин + газ,Да,Автомат,2023-03-08 18:16:00,Душанбе,71000,62,https://somon.tj/adv/9569492_mercedes-benz-c-class-1998/,"Срочно Срочно! фурухта мешавад
мошин ягон камбуди надора бензин газ 4дискаи нав матори 2
солш 97и 10мохаги
мешидаги нархш амиай
алиши ягон камри 2 боша болои сумша метем 
факат харидори аник занг занен",1997,Mercedes-Benz,C class
89,"Mercedes-Benz C class, 1999",20099,Седан,1999,Другой цвет,Задний,1.8,9999,Новая,Бензин + газ,Да,Механика,2023-03-08 18:10:00,Худжанд,66999,93,https://somon.tj/adv/9579242_mercedes-benz-c-class-1999/,мошин дар холати хуб,1999,Mercedes-Benz,C class
90,"Mercedes-Benz C class, 2000",28500,Седан,2000,Чёрный,Задний,2.4,11111,С пробегом,Бензин,Да,Автомат,2023-03-08 18:17:00,Душанбе,95000,56,https://somon.tj/adv/9579281_mercedes-benz-c-class-2000/,"мошин дар холати бехтарин карор дорад хама хучатхояш хаст танировка дорад
климат контроль 
электро пакет 
каробка автомат + типтроник 
6 цилиндр обём 2.4
люк 
кандиционер ях",2000,Mercedes-Benz,C class
91,"Mercedes-Benz S class, 2008",66000,Седан,2008,Белый,Полный,5.5,0,Новая,Бензин,Да,Автомат,2023-03-08 18:25:00,Вахдат,220000,69,https://somon.tj/adv/9579169_mercedes-benz-s-class-2008/,мошин нав переделка кадаги дар холати хуб сексия шахрда алиш меша,2008,Mercedes-Benz,S class
92,"Mercedes-Benz W124, 1989",9750,Седан,1989,Серебристый,Задний,2.5,123,С пробегом,Дизель,Да,Механика,2023-03-08 18:27:00,Душанбе,32500,476,https://somon.tj/adv/9399480_mercedes-benz-w124-1989/,7-мохи дига хучатдора. хамаш_100%,1989,Mercedes-Benz,W124
93,"Mercedes-Benz W124, 1991",7500,Седан,1991,Коричневый,Задний,2.0,123456,С пробегом,Дизель,Да,Механика,2023-03-08 18:09:00,Худжанд,25000,46,https://somon.tj/adv/9579237_mercedes-benz-w124-1991/,"техосмотр то ноябрь каробка мотор 4 тага мешини хай мекуни 
алиш мешад Астра Джи болошба пул метиям",1991,Mercedes-Benz,W124
94,"Mercedes-Benz W124, 1992",0,Седан,1992,Другой цвет,Задний,1.9,0,С пробегом,Дизель,Да,Механика,2023-03-08 18:15:00,Пенджикент,22000,51,https://somon.tj/adv/9579244_mercedes-benz-w124-1992/,мошинча дар холати хуб карор дорад як сола хуччат дорад,1992,Mercedes-Benz,W124
95,"Mercedes-Benz W124, 1994",15000,Седан,1994,Белый,Задний,2.3,1234,С пробегом,Бензин,Да,Механика,2023-03-08 18:24:00,Душанбе,50000,86,https://somon.tj/adv/9579314_mercedes-benz-w124-1994/,мошин дар холати бехтарин карор дорад 4 та электропакет сдени лифт кандицанер 4 балон нав хучат 6 мох харидори аник занг занад илтимоссс,1994,Mercedes-Benz,W124
96,"Opel Astra F, 1992",0,Хэтчбек,1992,Коричневый,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-08 18:04:00,Гиссар,24000,72,https://somon.tj/adv/9579216_opel-astra-f-1993/,"мошин дар холати хуб карор дорад, срочна фурухта мешавад ...",1992,Opel,Astra F
97,"Opel Astra F, 1997",15300,Хэтчбек,1997,Золотистый,Передний,1.6,1234,С пробегом,Бензин,Да,Механика,2023-03-08 18:08:00,Душанбе,51000,90,https://somon.tj/adv/9579207_opel-astra-f-1997/,матор 1.6 16 дакуметнош кати танирофкаш 27 02 23 хама хучатош состаяаниш зури зур,1997,Opel,Astra F
98,"Opel Astra G, 1999",12599,Универсал,1999,Белый,Передний,1.6,12345,С пробегом,Бензин + газ,Да,Механика,2023-03-08 18:02:00,Душанбе,41999,78,https://somon.tj/adv/9527352_opel-astra-g-1999/,Срочно фурухта мешава  матор нав хадавой тупча хама 100 фоиз,1999,Opel,Astra G
99,"Opel Astra G, 2000",15000,Хэтчбек,2000,Серебристый,Передний,1.6,0,Новая,Бензин,Да,Механика,2023-03-08 18:26:00,Душанбе,50000,50,https://somon.tj/adv/9579326_opel-astra-g-2000/,Мошин дар холати хуб карор дорад хамаш 100%,2000,Opel,Astra G
100,"Opel Astra G, 2001",16500,Хэтчбек,2001,Другой цвет,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-08 18:14:00,Душанбе,55000,78,https://somon.tj/adv/9305463_opel-astra-g-2001/,опелча чонон мешини факат хай мекни тоза ниго кадагиюм тозахак бие фоида занг назанен яон проблема нест хамачиш навай,2001,Opel,Astra G
